ref,pollster,publisher,fieldwork_start,fieldwork_end,respondents,method,question_type,qid,question,party,party_as_written,seats,pct,undecided_pct,in_model,cec_publish_date
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד","רע""ם","רע""מ בראשות מנסור עבאס",6,4.8,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",הרשימה המשותפת,"חד""ש-תע""ל בראשות יוסף ג'אברין ואחמד טיבי",5,4.0,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',0,2.8,,1,2026-08-10
4056,קנטאר,ישראל היום,2026-08-05,2026-08-06,552,internet,scenario,2,"תחזית המנדטים 2 - איחוד המועמדים והמפלגות הבאות למפלגה אחת חדשה (שאינה מזדהה עם אף אחד מהגושים ומעוניינת בהקמת ממשלת אחדות): חילי טרופר, יועז הנדל והמילואימניקים, גלעד ארדן, בני גנץ וכחול לבן, דדי שמחי, יולי אדלשטיין, שרן השכל, עליזה בלוך ואיילת שקד",אחר,"בל""ד בראשות סמי אבו שחאדה",0,1.6,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",ישר,ישר בראשות גדי אייזנקוט,23,17.6,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",הליכוד,הליכוד,21,16.4,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",ביחד,ביחד בראשות נפתלי בנט,15,11.6,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",ישראל ביתנו,ישראל ביתנו,11,8.4,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",יהדות התורה,יהדות התורה,8,6.4,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",הדמוקרטים,הדמוקרטים,8,6.4,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?","ש""ס","ש""ס",8,6.4,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",עוצמה יהודית,עוצמה יהודית,8,6.0,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",הרשימה המשותפת,"חד""ש תע""ל בל""ד",6,5.0,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",הציונות הדתית,הציונות הדתית,6,5.0,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?","רע""ם","רע""ם",6,4.8,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",בית ציוני,בית ציוני בהובלת יועז הנדל וחילי טרופר,0,3.0,,1,2026-08-10
4057,טאטיקה,זמן ישראל,2026-08-05,2026-08-06,500,mixed,main,1,"אם הבחירות היו מתקיימות היום, וכל המפלגות הקיימות היו מתמודדות בנפרד, למי היית מצביע/ה?",כחול לבן,כחול לבן בהובלת בני גנץ ודדי שמחי,0,3.0,,1,2026-08-10
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",הליכוד,הליכוד,28,21.6,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",ישר,ישר,23,17.7,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",הדמוקרטים,הדמוקרטים,10,7.7,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",ישראל ביתנו,ישראל ביתנו,9,7.0,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",יהדות התורה,יהדות התורה,9,6.8,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",עוצמה יהודית,עוצמה יהודית,8,6.3,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",הרשימה המשותפת,הרשימה המשותפת,8,6.1,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?","ש""ס","ש""ס",8,6.1,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",ביחד,ביחד,7,5.4,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?","רע""ם","רע""ם",5,4.0,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",הציונות הדתית,הציונות הדתית,5,3.8,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",בית ציוני,בית ציוני,0,2.1,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",האחדות,האחדות,0,1.6,,1,2026-08-16
4068,דיירקט פולס,i24NEWS,2026-08-06,2026-08-06,535,mixed,main,1,"אילו הבחירות לכנסת היו מתקיימות היום, למי הייתם מצביעים?",זהות,זהות,0,1.5,,1,2026-08-16
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",הליכוד,הליכוד בראשות בנימין נתניהו,24,18.3,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",ישר,מפלגת ישר! בראשות גדי איזנקוט,23,17.6,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",ביחד,ביחד בראשות נפתלי בנט,13,9.9,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",הדמוקרטים,מפלגת הדמוקרטים בראשות יאיר גולן,10,7.6,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,10,7.6,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,8,6.1,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)","ש""ס","ש""ס בראשות אריה דרעי",8,6.1,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,8,6.1,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)","רע""ם","רע""מ בראשות מנסור עבאס",6,4.6,,1,2026-08-11
4061,קנטאר,כאן 11,2026-08-09,2026-08-09,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? (תחזית המנדטים 1 - מצב נוכחי)",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',5,3.8,,1,2026-08-11
